Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772826289,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772826290,2,,Aggregated,0.000000,0.000000,350,350,350,350,350,350,350,350,350,350,350,2,0,75,211.43440000196279,74.80460000078892,348.06420000313665,151.0
1772826291,4,,Aggregated,0.000000,0.000000,340,340,350,350,350,350,350,350,350,350,350,4,0,75,193.00237500101503,13.657499999681022,348.06420000313665,110.0
1772826292,6,,Aggregated,0.000000,0.000000,75,75,340,340,350,350,350,350,350,350,350,6,0,15,133.23790000079802,11.91839999955846,348.06420000313665,99.0
1772826293,8,,Aggregated,2.000000,0.000000,15,75,340,340,350,350,350,350,350,350,350,8,0,14,103.20900000078836,11.91839999955846,348.06420000313665,112.0
1772826294,10,,Aggregated,2.000000,0.000000,15,21,22,75,340,350,350,350,350,350,350,14,0,14,64.69750000074522,5.297100000461796,348.06420000313665,105.57142857142857
1772826295,10,,Aggregated,2.000000,0.000000,14,17,22,75,340,350,350,350,350,350,350,15,0,14,61.244566667301115,5.297100000461796,348.06420000313665,102.6
1772826296,10,,Aggregated,2.600000,0.000000,14,15,21,22,340,350,350,350,350,350,350,18,0,13,52.441583333954135,5.297100000461796,348.06420000313665,105.77777777777777
1772826297,10,,Aggregated,2.500000,0.000000,12,14,17,21,75,340,350,350,350,350,350,23,0,12,42.80176087005479,5.297100000461796,348.06420000313665,96.47826086956522
1772826298,10,,Aggregated,2.428571,0.000000,9,14,15,17,75,340,350,350,350,350,350,26,0,9,38.75318076979266,5.297100000461796,348.06420000313665,112.92307692307692
1772826299,10,,Aggregated,2.750000,0.000000,9,13,15,15,22,340,350,350,350,350,350,31,0,9,33.986564516277625,5.297100000461796,348.06420000313665,111.38709677419355
1772826300,10,,Aggregated,2.750000,0.000000,9,13,15,15,22,340,350,350,350,350,350,32,0,9,33.21839062516574,5.297100000461796,348.06420000313665,109.875
1772826301,10,,Aggregated,2.800000,0.000000,9,12,14,15,22,340,350,350,350,350,350,37,0,9,30.04746756758667,5.297100000461796,348.06420000313665,107.0
1772826302,10,,Aggregated,2.800000,0.000000,9,12,14,15,22,340,350,350,350,350,350,38,0,9,29.51206315791703,5.297100000461796,348.06420000313665,105.84210526315789
