Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1772826416,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1772826417,10,,Aggregated,0.000000,0.000000,350,350,350,360,360,360,360,360,360,360,360,10,0,350.0,289.1587400001299,35.524200000509154,360.29989999951795,101.1
1772826418,20,,Aggregated,0.000000,0.000000,64,340,350,350,350,360,360,360,360,360,360,21,0,64,164.7090523812429,8.514799999829847,360.29989999951795,112.76190476190476
1772826419,30,,Aggregated,0.000000,0.000000,55,60,95,350,350,360,360,360,360,360,360,33,0,55,121.13902424265909,5.775400000857189,360.29989999951795,107.15151515151516
1772826420,50,,Aggregated,5.500000,0.000000,54,59,65,95,350,350,360,360,360,360,360,50,0,51,94.70457800009171,5.663200001436053,360.29989999951795,122.42
1772826422,60,,Aggregated,7.000000,0.000000,50,55,57,64,350,350,360,360,360,360,360,70,0,49,77.0237500001323,5.663200001436053,360.29989999951795,113.4
1772826423,70,,Aggregated,8.250000,0.000000,50,55,59,64,95,350,360,360,360,360,360,91,0,50,68.36026483530416,5.663200001436053,360.29989999951795,118.10989010989012
1772826424,80,,Aggregated,10.000000,0.000000,48,53,55,57,76,350,350,360,360,360,360,122,0,48,57.87327950825098,5.469100000482285,360.29989999951795,115.15573770491804
1772826425,90,,Aggregated,11.666667,0.000000,46,51,55,56,76,340,350,360,360,360,360,150,0,45,54.769314666676415,5.342399999790359,360.29989999951795,110.32666666666667
1772826426,100,,Aggregated,13.000000,0.000000,45,51,55,56,76,330,350,360,360,360,360,171,0,45,53.185911111227114,5.342399999790359,360.29989999951795,111.95906432748538
1772826427,100,,Aggregated,16.666667,0.000000,41,50,54,55,66,110,350,350,360,360,360,205,0,41,48.97267268298026,5.342399999790359,360.29989999951795,114.38048780487804
1772826428,100,,Aggregated,16.666667,0.000000,36,49,52,55,66,95,350,350,360,360,360,236,0,36,44.55425508480773,5.342399999790359,360.29989999951795,117.0635593220339
1772826429,100,,Aggregated,20.400000,0.000000,23,48,51,54,65,95,350,350,360,360,360,258,0,21,41.644137984557055,5.09059999967576,360.29989999951795,115.33333333333333
1772826430,100,,Aggregated,22.500000,0.000000,16,45,50,52,63,89,350,350,360,360,360,284,0,15,38.78781866204546,5.09059999967576,360.29989999951795,117.55985915492958
1772826431,100,,Aggregated,23.600000,0.000000,14,41,49,51,61,79,350,350,360,360,360,310,0,14,36.76787935496137,5.09059999967576,360.29989999951795,116.1
1772826432,100,,Aggregated,25.000000,0.000000,12,37,48,50,59,78,350,350,360,360,360,344,0,12,34.18813139549372,5.09059999967576,360.29989999951795,116.73255813953489
1772826433,100,,Aggregated,25.900000,0.000000,12,36,47,50,57,76,340,350,360,360,360,372,0,12,32.926237634553694,5.09059999967576,360.29989999951795,117.05645161290323
1772826434,100,,Aggregated,27.200000,0.000000,12,29,44,49,56,76,340,350,360,360,360,397,0,12,31.42660629737407,5.09059999967576,360.29989999951795,116.26448362720403
1772826435,100,,Aggregated,28.000000,0.000000,11,21,41,48,55,66,330,350,360,360,360,424,0,11,30.097170990697087,5.09059999967576,360.29989999951795,116.80896226415095
1772826436,100,,Aggregated,27.200000,0.000000,11,20,40,48,55,66,330,350,360,360,360,446,0,11,29.12400672661199,5.09059999967576,360.29989999951795,115.92825112107623
1772826437,100,,Aggregated,27.000000,0.000000,11,16,38,47,55,66,200,350,360,360,360,473,0,11,27.998291543488556,5.09059999967576,360.29989999951795,114.56448202959831
1772826438,100,,Aggregated,27.000000,0.000000,11,16,36,45,55,65,110,350,360,360,360,503,0,11,27.05332266417516,5.09059999967576,360.29989999951795,114.78330019880715
1772826439,100,,Aggregated,26.700000,0.000000,10,15,34,43,54,64,110,350,360,360,360,530,0,10,26.17714566052732,5.09059999967576,360.29989999951795,114.48867924528302
1772826440,100,,Aggregated,26.700000,0.000000,10,14,32,41,53,64,95,350,360,360,360,555,0,10,25.52746630646472,5.09059999967576,360.29989999951795,113.84144144144145
1772826441,100,,Aggregated,27.100000,0.000000,10,14,29,39,52,63,95,350,360,360,360,580,0,10,25.03947275877024,5.09059999967576,360.29989999951795,112.79310344827586
1772826442,100,,Aggregated,27.000000,0.000000,10,13,21,38,52,61,95,350,360,360,360,613,0,10,24.251896084944217,4.439000000274973,360.29989999951795,113.09135399673735
1772826443,100,,Aggregated,26.800000,0.000000,10,13,21,37,51,60,95,350,360,360,360,629,0,10,23.941417806157183,4.439000000274973,360.29989999951795,113.26232114467409
1772826444,100,,Aggregated,26.600000,0.000000,10,13,20,36,51,60,91,350,360,360,360,657,0,10,23.476658143184455,4.439000000274973,360.29989999951795,113.79908675799086
1772826445,100,,Aggregated,25.700000,0.000000,10,13,20,36,51,59,91,350,360,360,360,691,0,10,23.195545875628717,4.439000000274973,360.29989999951795,114.2040520984081
1772826446,100,,Aggregated,26.100000,0.000000,10,13,19,35,51,59,89,340,360,360,360,710,0,10,22.803316478960586,4.439000000274973,360.29989999951795,114.93661971830986
1772826447,100,,Aggregated,26.600000,0.000000,10,13,19,35,51,58,89,340,360,360,360,734,0,10,22.439326839303842,4.439000000274973,360.29989999951795,114.7724795640327
1772826448,100,,Aggregated,26.500000,0.000000,10,13,19,35,51,59,95,340,360,360,360,762,0,10,23.784235301900004,4.439000000274973,360.29989999951795,115.1509186351706
1772826449,100,,Aggregated,25.900000,0.000000,10,13,19,35,50,59,95,340,360,360,360,795,0,10,23.44883018873966,4.439000000274973,360.29989999951795,115.37987421383647
1772826450,100,,Aggregated,25.500000,0.000000,10,13,19,34,50,58,95,340,360,360,360,816,0,10,23.24579264711924,4.439000000274973,360.29989999951795,116.28553921568627
1772826451,100,,Aggregated,26.200000,0.000000,10,13,19,34,50,57,95,340,360,360,360,849,0,10,22.83195441699433,4.439000000274973,360.29989999951795,115.91872791519435
1772826452,100,,Aggregated,26.200000,0.000000,10,13,19,32,50,56,91,340,360,360,360,876,0,10,22.517243949791773,4.439000000274973,360.29989999951795,116.0228310502283
1772826453,100,,Aggregated,26.600000,0.000000,10,13,18,29,49,56,91,340,360,360,360,897,0,10,22.232486064672155,4.439000000274973,360.29989999951795,115.64437012263099
1772826454,100,,Aggregated,26.500000,0.000000,10,13,17,25,49,55,89,330,360,360,360,931,0,10,21.81687851774647,4.439000000274973,360.29989999951795,116.0
1772826455,100,,Aggregated,26.700000,0.000000,10,13,16,24,49,55,79,330,360,360,360,958,0,10,21.57793935286524,4.439000000274973,360.29989999951795,115.50521920668058
1772826456,100,,Aggregated,26.800000,0.000000,10,13,16,24,48,55,91,330,360,360,360,982,0,10,21.96069256623617,4.439000000274973,360.29989999951795,114.82077393075356
1772826457,100,,Aggregated,26.600000,0.000000,10,13,16,22,48,55,89,330,360,360,360,1007,0,10,21.668173982181024,4.439000000274973,360.29989999951795,115.0
1772826458,100,,Aggregated,26.500000,0.000000,10,13,16,22,48,55,89,330,360,360,360,1032,0,10,21.500684011684367,4.439000000274973,360.29989999951795,114.70542635658914
1772826459,100,,Aggregated,27.000000,0.000000,10,13,16,21,48,55,79,330,360,360,360,1068,0,10,21.19749569293377,4.439000000274973,360.29989999951795,114.86797752808988
1772826460,100,,Aggregated,26.600000,0.000000,10,13,16,21,47,55,79,330,360,360,360,1094,0,10,20.952088482674426,4.439000000274973,360.29989999951795,115.25137111517367
1772826461,100,,Aggregated,27.000000,0.000000,10,13,15,21,47,55,78,320,360,360,360,1115,0,10,20.821685650272503,4.439000000274973,360.29989999951795,115.48699551569507
1772826462,100,,Aggregated,27.400000,0.000000,10,13,16,21,47,55,78,320,360,360,360,1151,0,10,20.835789834975593,4.439000000274973,360.29989999951795,115.31972198088619
1772826463,100,,Aggregated,26.500000,0.000000,10,13,15,21,47,55,78,320,360,360,360,1175,0,10,20.63786689366989,4.439000000274973,360.29989999951795,115.74382978723405
1772826464,100,,Aggregated,27.000000,0.000000,10,12,15,20,46,55,78,320,360,360,360,1200,0,10,20.41523225006434,4.439000000274973,360.29989999951795,115.70083333333334
1772826465,100,,Aggregated,27.100000,0.000000,10,12,15,20,45,55,76,320,360,360,360,1222,0,10,20.24016317519259,4.439000000274973,360.29989999951795,116.07201309328968
1772826466,100,,Aggregated,27.200000,0.000000,10,12,15,20,44,54,76,320,360,360,360,1249,0,10,20.04134179349507,4.439000000274973,360.29989999951795,115.85988791032827
1772826467,100,,Aggregated,26.400000,0.000000,10,12,15,20,46,55,76,320,360,360,360,1278,0,10,20.11291471054436,4.439000000274973,360.29989999951795,116.34272300469483
1772826468,100,,Aggregated,26.900000,0.000000,10,12,15,20,46,55,70,320,360,360,360,1309,0,10,20.000105729633365,4.439000000274973,360.29989999951795,116.48281130634072
1772826469,100,,Aggregated,26.300000,0.000000,10,12,15,20,45,55,70,320,360,360,360,1328,0,10,19.839272741025077,4.439000000274973,360.29989999951795,116.332078313253
1772826470,100,,Aggregated,27.700000,0.000000,10,12,15,20,44,55,68,320,360,360,360,1364,0,10,19.737795161353382,4.439000000274973,360.29989999951795,116.15689149560117
1772826471,100,,Aggregated,26.200000,0.000000,10,12,15,20,44,55,68,320,360,360,360,1384,0,10,19.64307651741433,4.439000000274973,360.29989999951795,116.04046242774567
1772826472,100,,Aggregated,26.700000,0.000000,10,12,15,20,43,54,68,310,360,360,360,1420,0,10,19.42311915500398,4.439000000274973,360.29989999951795,116.04577464788733
